"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://almapay.com/legal/privacy-policy","text/html; charset=utf-8","200","OK","Indexable","","Privacy and Data Management Policy | Alma","41","394","Let your customers pay at their own pace: in instalments or later. Improve their payment experience and boost your turnover by 20%.","131","816","","0","Privacy and Data Management Policy","34","","0","","0","","","","https://almapay.com/legal/privacy-policy","","","","","","120785","30708","30708","11.764","","35","7","5.000","66.400","Normal","1.094","1","1","","21","11","0","6.670","49","27","0","10","9","0","","","","","f996292cb892073720e4d5724100b824","0.072","","","","","en-FR","1.1","","","","","","https://almapay.com/legal/privacy-policy","2026-04-27 15:00:37"
"https://almapay.com/nl-BE","text/html; charset=utf-8","200","OK","Indexable","","Betaling in termijnen. Eenvoudig. Gegarandeerd. | Alma","54","491","Laat uw klanten in hun eigen tempo betalen: in termijnen of later. Verbeter hun betaalervaring en verhoog uw omzet met 15%.","123","770","","0","Gespreid betalen, flexibel en gegarandeerd.","43","Een betrouwbare oplossing voor handelaars.","42","Een onmisbare prestatiehefboom","30","","","","https://almapay.com/nl-BE","","","","","","241672","58038","58038","22.233","","1568","261","6.008","54.090","Fairly Hard","4.679","1","0","","186","73","0","44.240","52","23","0","12","9","0","","","","","d0e16cc5ab1fd35b56d56a5c6685ea8c","0.205","","","","","nl-BE","1.1","","","","","","https://almapay.com/nl-BE","2026-04-27 15:00:37"
"https://almapay.com/products/pay-later","text/html; charset=utf-8","200","OK","Indexable","","Boost your sales now, your customers pay later | Alma","53","479","Let your customers pay at their own pace: in instalments or later. Improve their payment experience and boost your turnover by 20%.","131","816","","0","Boost your sales now, your customers pay later","46","Two options, twice the flexibility","34","Offer Pay Later online and in-store","35","","","","https://almapay.com/products/pay-later","","","","","","225567","53206","53206","20.382","","499","95","5.253","82.487","Easy","1.760","1","1","","66","31","0","18.790","57","26","0","10","9","0","","","","","977e31f9540cfb183127b1f46784a9a3","0.124","","","","","en-FR","1.1","","","","","","https://almapay.com/products/pay-later","2026-04-27 15:00:37"
"https://almapay.com/fr-FR","text/html; charset=utf-8","200","OK","Indexable","","La solution de paiement en plusieurs fois - Simple avec Alma","60","543","Offrez le paiement en plusieurs fois en ligne et en boutique à vos clients. Jusqu'à 15% de conversions en plus. Installation rapide et sans frais cachés.","153","913","","0","Le paiement en plusieurs fois flexible et garanti","49","Une solution de confiance pour les commerçants","46","Un levier de performance incontournable","39","","","","https://almapay.com/fr-FR","","","","","","318137","73709","73709","28.237","","1805","273","6.612","75.685","Fairly Easy","4.101","1","0","","162","55","0","33.330","79","46","0","11","9","0","","","","","919a2c082cfd2e957f5efd008f28086a","0.073","","","","","fr-FR","1.1","","","","","","https://almapay.com/fr-FR","2026-04-27 15:00:37"
"https://almapay.com/legal/legal-notice","text/html","308","Permanent Redirect","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","1","","42","33","0","20.000","0","0","0","0","0","0","","","","","","0.047","","https://almapay.com/fr-FR/legal/mentions-legales","HTTP Redirect","","","1.1","","","","","","https://almapay.com/legal/legal-notice","2026-04-27 15:00:38"
"https://almapay.com/pt-PT","text/html; charset=utf-8","200","OK","Indexable","","Pagamento em prestações. Simples. Garantido. | Alma","51","489","Deixe seus clientes pagarem no seu próprio ritmo: em parcelas ou mais tarde. Melhore sua experiência de pagamento e aumente seu faturamento em 20%.","147","950","","0","Os seus clientes pagam ao seu próprio ritmo. As suas vendas aumentam.","69","Venda melhor. Venda mais.","25","Simples e instantâneo","21","","","","https://almapay.com/pt-PT","","","","","","212727","40943","40943","15.684","","424","88","4.818","56.488","Fairly Hard","1.573","1","0","","193","85","0","51.520","45","18","0","10","9","0","","","","","6ad074bf1fdb7bea9a8fecca759a90e2","0.093","","","","","pt-PT","1.1","","","","","","https://almapay.com/pt-PT","2026-04-27 15:00:38"
"https://almapay.com/fr-BE","text/html; charset=utf-8","200","OK","Indexable","","La solution de paiement en plusieurs fois - Simple avec Alma","60","543","Offrez le paiement en plusieurs fois en ligne et en boutique à vos clients. Jusqu'à 15% de conversions en plus. Installation rapide et sans frais cachés.","153","913","","0","Le paiement en plusieurs fois, flexible et garanti","50","Un levier de performance incontournable","39","Une solution de confiance pour les commerçants","46","","","","https://almapay.com/fr-BE","","","","","","248926","59121","59121","22.648","","1765","261","6.762","74.006","Fairly Easy","4.824","1","0","","172","71","0","43.030","54","24","0","12","9","0","","","","","71b573aeee89dc1e70077d9110b7e91d","0.117","","","","","fr-BE","1.1","","","","","","https://almapay.com/fr-BE","2026-04-27 15:00:38"
"https://almapay.com/_next/static/chunks/pages/index-720a862e0ad6780e.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.029","Wed, 12 Nov 2025 16:50:11 GMT","","","","","1.1","","","","","","https://almapay.com/_next/static/chunks/pages/index-720a862e0ad6780e.js","2026-04-27 15:00:39"
"https://almapay.com/solutions/international","text/html; charset=utf-8","200","OK","Indexable","","Développez vos ventes à l'international avec Alma | Alma","56","508","Proposez des facilités de paiement à vos clients en Europe. Des moyens de paiement adaptés aux attentes locales. Des experts pour vous accompagner.","147","937","","0","Develop your international sales","32","Support your expansion in Europe","32","Adapt to the demands of local commerce","38","","","","https://almapay.com/solutions/international","","","","","","223951","47052","47052","18.025","","712","138","5.159","74.223","Fairly Easy","2.430","1","1","","31","25","0","15.150","56","26","0","10","9","0","","","","","dcb692e22b0ad93b4cddd669f29393e3","0.069","","","","","en-FR","1.1","","","","","","https://almapay.com/solutions/international","2026-04-27 15:00:39"
"https://almapay.com/global","text/html; charset=utf-8","200","OK","Indexable","","Alma in your country! | Alma","28","249","Let your customers pay at their own pace: in instalments or later. Improve their payment experience and boost your turnover by 20%.","131","816","","0","Alma in your country!","21","Your country is not on the list?","32","","0","","","","https://almapay.com/global","","","","","","141208","31688","31688","12.139","","106","27","3.926","90.316","Very Easy","1.206","1","0","","120","118","0","71.520","54","26","0","10","9","0","","","","","41953cf2b63e8cee203dea97577c0781","0.065","","","","","en-FR","1.1","","","","","","https://almapay.com/global","2026-04-27 15:00:39"
"https://almapay.com/blog","text/html; charset=utf-8","200","OK","Indexable","","Latest updates and news | Alma","30","286","All the news from Alma, Fintech and the merchant world.","55","349","","0","Reinventing the relationship between merchants and consumers in Europe","70","Alma","4","News","4","","","","https://almapay.com/blog","","","","","","172847","37813","37813","14.485","","233","47","4.957","71.454","Fairly Easy","1.493","1","0","","46","28","0","16.970","63","34","0","10","9","0","","","","","dcdda565c9e10b8b67ba116937f91aed","0.108","","","","","en-FR","1.1","","","","","","https://almapay.com/blog","2026-04-27 15:00:39"
"https://almapay.com/products/payment-in-10-or-12-installments","text/html; charset=utf-8","200","OK","Indexable","","Convert large shopping carts with Alma | Alma","45","413","Let your customers pay at their own pace: in instalments or later. Improve their payment experience and boost your turnover by 20%.","131","816","","0","Convert large shopping carts with Alma.","39","Get on the waiting list","23","A purchase up to 12x more flexible","34","","","","https://almapay.com/products/payment-in-10-or-12-installments","","","","","","172193","41506","41506","15.900","","317","55","5.764","75.553","Fairly Easy","1.743","1","1","","57","26","0","15.760","52","26","0","12","10","0","","","","","b506d90e9bfea363791533df00f93e05","0.138","","","","","en-FR","1.1","","","","","","https://almapay.com/products/payment-in-10-or-12-installments","2026-04-27 15:00:39"
"https://almapay.com/_next/static/chunks/main-1e27346df0a965ed.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.039","Tue, 10 Feb 2026 06:27:46 GMT","","","","","1.1","","","","","","https://almapay.com/_next/static/chunks/main-1e27346df0a965ed.js","2026-04-27 15:00:40"
"https://almapay.com/roi-calculator","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","0","","48","23","0","13.940","0","0","0","0","0","0","","","","","","0.111","","","","","","1.1","","","","","","https://almapay.com/roi-calculator","2026-04-27 15:00:40"
"https://almapay.com/_next/static/aoDSF-c24JANOAx20wbA-/_ssgManifest.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.040","Thu, 23 Apr 2026 12:44:07 GMT","","","","","1.1","","","","","","https://almapay.com/_next/static/aoDSF-c24JANOAx20wbA-/_ssgManifest.js","2026-04-27 15:00:40"
"https://almapay.com/pricing","text/html; charset=utf-8","200","OK","Indexable","","Our pricing | Alma","18","159","Let your customers pay at their own pace: in instalments or later. Improve their payment experience and boost your turnover by 20%.","131","816","","0","","0","Our fees","8","Up to €1M of turnover","21","","","","https://almapay.com/pricing","","","","","","178156","41643","41643","15.953","","784","142","5.521","79.403","Fairly Easy","3.141","1","0","","65","30","0","18.180","55","26","0","12","11","0","","","","","59d5d3e91884425f497859b0271b75a0","0.055","","","","","en-FR","1.1","","","","","","https://almapay.com/pricing","2026-04-27 15:00:39"
"https://almapay.com/products/payment-in-2-3-or-4-installments","text/html; charset=utf-8","200","OK","Indexable","","Boost your sales with payment in instalments | Alma","51","466","Let your customers pay at their own pace: in instalments or later. Improve their payment experience and boost your turnover by 20%.","131","816","","0","Boost your sales with payments in 2, 3, or 4 installments","57","Accelerate your growth with split payments","42","An essential sales lever","24","","","","https://almapay.com/products/payment-in-2-3-or-4-installments","","","","","","271385","65235","65235","24.990","","1226","205","5.980","69.310","Normal","3.147","1","1","","67","32","0","19.390","62","26","0","10","9","0","","","","","75c603ea93e706939692b35c99b844c0","0.072","","","","","en-FR","1.1","","","","","","https://almapay.com/products/payment-in-2-3-or-4-installments","2026-04-27 15:00:39"
"https://almapay.com/consumers","text/html; charset=utf-8","200","OK","Indexable","","Libérez vos achats, payez en plusieurs fois | Alma","50","441","Payez avec Alma dans plus de 21 000 enseignes et ajustez vos échéances gratuitement si besoin.","94","599","","0","Unlock your purchases, pay in instalments.","42","Simple and immediate payment in instalments.","44","Postpone your Installments for free","35","","","","https://almapay.com/consumers","","","","","","219130","42932","42932","16.446","","294","50","5.880","69.938","Normal","0.945","1","0","","92","33","0","20.000","33","12","0","25","24","0","","","","","65b2b1d646de10455c5ed135a3cbbc9","0.063","","","","","en-FR","1.1","","","","","","https://almapay.com/consumers","2026-04-27 15:00:40"
"https://almapay.com/assets/app-download/apple/en.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","4434","4434","4434","1.699","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.165","Sun, 26 Apr 2026 02:22:01 GMT","","","","","1.1","","","","","","https://almapay.com/assets/app-download/apple/en.png","2026-04-27 15:00:41"
"https://almapay.com/assets/app-download/android/en.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","4698","4698","4698","1.800","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.102","Sat, 25 Apr 2026 03:58:07 GMT","","","","","1.1","","","","","","https://almapay.com/assets/app-download/android/en.png","2026-04-27 15:00:42"
"https://almapay.com/blog/how-mycs-launched-a-single-bnpl-solution","text/html; charset=utf-8","200","OK","Indexable","","How MYCS launched a single BNPL solution for all EU payment methods to increase conversion.","91","853","MYCS, a German furniture brand specializing in customization successfully responded to the growing demand for flexible payment options by launching a single Buy Now, Pay Later (BNPL) solution for all...","202","1261","","0","How MYCS launched a single BNPL solution for all EU payment methods to increase conversion.","91","Download the detailed case study","32","","0","","","","https://almapay.com/blog/how-mycs-launched-a-single-bnpl-solution","","","","","","149858","39429","39429","15.105","","415","68","6.103","57.330","Fairly Hard","2.612","2","1","","5","4","0","2.420","52","28","0","10","9","0","","","","","ce40bc45cc620260f76e1f72a173b237","0.105","","","","","en-FR","1.1","","","","","","https://almapay.com/blog/how-mycs-launched-a-single-bnpl-solution","2026-04-27 15:00:42"
"https://almapay.com/fr-BE/pages/cas-client","text/html; charset=utf-8","200","OK","Indexable","","Découvrez les témoignages - Avis Alma et Cas Clients | Alma","59","544","Nos clients reviennent sur leurs problématiques et comment Alma répond aux enjeux commerciaux. Lepape, KitchenAid, Maty et plus d'entreprises à découvrir.","154","973","","0","Les commerçants témoignent sur Alma","35","Mobistoxx - Booster la croissance grâce aux paniers élevés","58","KitchenAid : Accompagner le développement en Europe","51","","","","https://almapay.com/fr-BE/pages/cas-client","","","","","","173292","53970","53970","20.675","","226","35","6.457","59.531","Fairly Hard","1.479","2","2","","20","15","0","9.090","48","24","0","10","8","0","","","","","ff39c74dd53304bb11ccc6b3ea33c232","0.103","","","","","fr-BE","1.1","","","","","","https://almapay.com/fr-BE/pages/cas-client","2026-04-27 15:00:43"
"https://almapay.com/fr-FR/pages/cas-client-lepage","text/html; charset=utf-8","200","OK","Indexable","","Cas client Lepage | Alma","24","221","Laissez vos clients payer à leur rythme : en plusieurs fois ou plus tard. Améliorez leur expérience de paiement et boostez votre chiffre d'affaires de 20%.","155","923","","0","Lepage Montres & Bijoux","23","Le panier moyen Alma est 145 % supérieur à la normale en boutique","65","Le défi de Lepage : rendre la joaillerie d’exception plus accessible","68","","","","https://almapay.com/fr-FR/pages/cas-client-lepage","","","","","","249159","65326","65326","25.025","","745","119","6.261","72.161","Fairly Easy","2.661","2","2","","3","2","0","1.210","74","50","0","10","9","0","","","","","66e241f82addceb36e5b5a6a7b2d5e7","0.115","","","","","fr-FR","1.1","","","","","","https://almapay.com/fr-FR/pages/cas-client-lepage","2026-04-27 15:00:43"
