crawl_date,metric,value,percentage
2026-04-20,Internal Blocked by Robots.txt,0,0.00%
2026-04-20,Internal Blocked Resource,0,0.00%
2026-04-20,Internal No Response,0,0.00%
2026-04-20,Internal Success (2xx),86,32.33%
2026-04-20,Internal Redirection (3xx),44,16.54%
2026-04-20,Internal Redirection (JavaScript),0,0.00%
2026-04-20,Internal Redirection (Meta Refresh),0,0.00%
2026-04-20,Internal Redirection (HTTP Refresh),0,0.00%
2026-04-20,Internal Redirect Chain,0,0.00%
2026-04-20,Internal Redirect Loop,0,0.00%
2026-04-20,Internal Client Error (4xx),0,0.00%
2026-04-20,Internal Server Error (5xx),0,0.00%
2026-04-20,External All,136,51.13%
2026-04-20,External Blocked by Robots.txt,38,14.29%
2026-04-20,External Blocked Resource,0,0.00%
2026-04-20,External No Response,0,0.00%
2026-04-20,External Success (2xx),12,4.51%
2026-04-20,External Redirection (3xx),82,30.83%
2026-04-20,External Redirection (JavaScript),0,0.00%
2026-04-20,External Redirection (Meta Refresh),0,0.00%
2026-04-20,External Redirection (HTTP Refresh),0,0.00%
2026-04-20,External Client Error (4xx),3,1.13%
2026-04-20,External Server Error (5xx),0,0.00%
2026-04-20,All,130,100.00%
2026-04-20,Non ASCII Characters,0,0.00%
2026-04-20,Underscores,0,0.00%
2026-04-20,Uppercase,0,0.00%
2026-04-20,Multiple Slashes,0,0.00%
2026-04-20,Repetitive Path,0,0.00%
2026-04-20,Contains Space,0,0.00%
2026-04-20,Internal Search,0,0.00%
2026-04-20,Parameters,0,0.00%
2026-04-20,Broken Bookmark,0,0.00%
2026-04-20,GA Tracking Parameters,0,0.00%
2026-04-20,Over 115 Characters,0,0.00%
2026-04-20,All,44,100.00%
2026-04-20,Missing,0,0.00%
2026-04-20,Duplicate,0,0.00%
2026-04-20,Over 60 Characters,3,6.82%
2026-04-20,Below 30 Characters,6,13.64%
2026-04-20,Over 561 Pixels,3,6.82%
2026-04-20,Below 200 Pixels,1,2.27%
2026-04-20,Same as H1,37,84.09%
2026-04-20,Multiple,0,0.00%
2026-04-20,Outside <head>,0,0.00%
2026-04-20,All,44,100.00%
2026-04-20,Missing,0,0.00%
2026-04-20,Duplicate,2,4.55%
2026-04-20,Over 155 Characters,33,75.00%
2026-04-20,Below 70 Characters,0,0.00%
2026-04-20,Over 985 Pixels,28,63.64%
2026-04-20,Below 400 Pixels,0,0.00%
2026-04-20,Multiple,0,0.00%
2026-04-20,Outside <head>,0,0.00%
2026-04-20,All,44,100.00%
2026-04-20,Missing,44,100.00%
2026-04-20,Duplicate,0,0.00%
2026-04-20,Multiple,0,0.00%
2026-04-20,All,44,100.00%
2026-04-20,Missing,0,0.00%
2026-04-20,Duplicate,0,0.00%
2026-04-20,Over 70 Characters,0,0.00%
2026-04-20,Multiple,0,0.00%
2026-04-20,Alt Text in H1,0,0.00%
2026-04-20,Non-Sequential,0,0.00%
2026-04-20,All,44,100.00%
2026-04-20,Missing,3,6.82%
2026-04-20,Duplicate,2,4.55%
2026-04-20,Over 70 Characters,5,11.36%
2026-04-20,Multiple,41,93.18%
2026-04-20,Non-Sequential,1,2.27%
2026-04-20,All,44,100.00%
2026-04-20,Exact Duplicates,0,0.00%
2026-04-20,Near Duplicates,0,0.00%
2026-04-20,Semantically Similar,0,0.00%
2026-04-20,Low Relevance Content,0,0.00%
2026-04-20,Low Content Pages,1,2.27%
2026-04-20,Soft 404 Pages,0,0.00%
2026-04-20,Spelling Errors,0,0.00%
2026-04-20,Grammar Errors,0,0.00%
2026-04-20,Readability Difficult,0,0.00%
2026-04-20,Readability Very Difficult,0,0.00%
2026-04-20,Lorem Ipsum Placeholder,0,0.00%
2026-04-20,All,38,100.00%
2026-04-20,Over 100 KB,0,0.00%
2026-04-20,Missing Alt Text,0,0.00%
2026-04-20,Missing Alt Attribute,0,0.00%
2026-04-20,Alt Text Over 100 Characters,0,0.00%
2026-04-20,Background Images,0,0.00%
2026-04-20,Incorrectly Sized Images,0,0.00%
2026-04-20,Missing Size Attributes,37,97.37%
2026-04-20,All,44,100.00%
2026-04-20,Contains Canonical,44,100.00%
2026-04-20,Self Referencing,44,100.00%
2026-04-20,Canonicalised,0,0.00%
2026-04-20,Missing,0,0.00%
2026-04-20,Multiple,0,0.00%
2026-04-20,Multiple Conflicting,0,0.00%
2026-04-20,Non-Indexable Canonical,0,0.00%
2026-04-20,Canonical Is Relative,0,0.00%
2026-04-20,Unlinked,0,0.00%
2026-04-20,Invalid Attribute In Annotation,0,0.00%
2026-04-20,Contains Fragment URL,0,0.00%
2026-04-20,Outside <head>,0,0.00%
2026-04-20,All,44,100.00%
2026-04-20,Contains Pagination,0,0.00%
2026-04-20,First Page,0,0.00%
2026-04-20,Paginated 2+ Pages,0,0.00%
2026-04-20,Pagination URL Not in Anchor Tag,0,0.00%
2026-04-20,Non-200 Pagination URLs,0,0.00%
2026-04-20,Unlinked Pagination URLs,0,0.00%
2026-04-20,Non-Indexable,0,0.00%
2026-04-20,Multiple Pagination URLs,0,0.00%
2026-04-20,Pagination Loop,0,0.00%
2026-04-20,Sequence Error,0,0.00%
2026-04-20,All,86,100.00%
2026-04-20,Index,0,0.00%
2026-04-20,Noindex,0,0.00%
2026-04-20,Follow,0,0.00%
2026-04-20,Nofollow,0,0.00%
2026-04-20,None,0,0.00%
2026-04-20,NoArchive,0,0.00%
2026-04-20,NoSnippet,0,0.00%
2026-04-20,Max-Snippet,0,0.00%
2026-04-20,Max-Image-Preview,0,0.00%
2026-04-20,Max-Video-Preview,0,0.00%
2026-04-20,NoODP,0,0.00%
2026-04-20,NoYDIR,0,0.00%
2026-04-20,NoImageIndex,0,0.00%
2026-04-20,NoTranslate,0,0.00%
2026-04-20,Unavailable_After,0,0.00%
2026-04-20,Refresh,0,0.00%
2026-04-20,Outside <head>,0,0.00%
2026-04-20,All,44,100.00%
2026-04-20,Contains hreflang,0,0.00%
2026-04-20,Non-200 hreflang URLs,0,0.00%
2026-04-20,Unlinked hreflang URLs,0,0.00%
2026-04-20,Missing Return Links,0,0.00%
2026-04-20,Inconsistent Language & Region Return Links,0,0.00%
2026-04-20,Non-Canonical Return Links,0,0.00%
2026-04-20,Noindex Return Links,0,0.00%
2026-04-20,Incorrect Language & Region Codes,0,0.00%
2026-04-20,Multiple Entries,0,0.00%
2026-04-20,Missing Self Reference,0,0.00%
2026-04-20,Not Using Canonical,0,0.00%
2026-04-20,Missing X-Default,0,0.00%
2026-04-20,Missing,0,0.00%
2026-04-20,Outside <head>,0,0.00%
2026-04-20,All,44,100.00%
2026-04-20,Pages with Blocked Resources,0,0.00%
2026-04-20,Contains JavaScript Links,0,0.00%
2026-04-20,Contains JavaScript Content,0,0.00%
2026-04-20,Noindex Only in Original HTML,0,0.00%
2026-04-20,Nofollow Only in Original HTML,0,0.00%
2026-04-20,Canonical Only in Rendered HTML,0,0.00%
2026-04-20,Canonical Mismatch,0,0.00%
2026-04-20,Page Title Only in Rendered HTML,0,0.00%
2026-04-20,Page Title Updated by JavaScript,0,0.00%
2026-04-20,Meta Description Only in Rendered HTML,0,0.00%
2026-04-20,Meta Description Updated by JavaScript,0,0.00%
2026-04-20,H1 Only in Rendered HTML,0,0.00%
2026-04-20,H1 Updated by JavaScript,0,0.00%
2026-04-20,Uses Old AJAX Crawling Scheme URLs,0,0.00%
2026-04-20,Uses Old AJAX Crawling Scheme Meta Fragment Tag,0,0.00%
2026-04-20,Pages with JavaScript Errors,0,0.00%
2026-04-20,Pages with JavaScript Warnings,0,0.00%
2026-04-20,Pages with Chrome Issues,0,0.00%
2026-04-20,All,44,100.00%
2026-04-20,Pages With High Crawl Depth,0,0.00%
2026-04-20,Pages Without Internal Outlinks,0,0.00%
2026-04-20,Internal Nofollow Outlinks,0,0.00%
2026-04-20,Internal Outlinks With No Anchor Text,1,2.27%
2026-04-20,Non-Descriptive Anchor Text In Internal Outlinks,0,0.00%
2026-04-20,Pages With High External Outlinks,0,0.00%
2026-04-20,Pages With High Internal Outlinks,0,0.00%
2026-04-20,Follow & Nofollow Internal Inlinks To Page,0,0.00%
2026-04-20,Internal Nofollow Inlinks Only,0,0.00%
2026-04-20,Outlinks To Localhost,0,0.00%
2026-04-20,Non-Indexable Page Inlinks Only,0,0.00%
2026-04-20,All,0,0.00%
2026-04-20,Non-200 Response,0,0.00%
2026-04-20,Missing Non-AMP Return Link,0,0.00%
2026-04-20,Missing Canonical to Non-AMP,0,0.00%
2026-04-20,Non-Indexable Canonical,0,0.00%
2026-04-20,Indexable,0,0.00%
2026-04-20,Non-Indexable,0,0.00%
2026-04-20,Missing <html amp> Tag,0,0.00%
2026-04-20,Missing/Invalid <!doctype html> Tag,0,0.00%
2026-04-20,Missing <head> Tag,0,0.00%
2026-04-20,Missing <body> Tag,0,0.00%
2026-04-20,Missing Canonical,0,0.00%
2026-04-20,Missing/Invalid <meta charset> Tag,0,0.00%
2026-04-20,Missing/Invalid <meta viewport> Tag,0,0.00%
2026-04-20,Missing/Invalid AMP Script,0,0.00%
2026-04-20,Missing/Invalid AMP Boilerplate,0,0.00%
2026-04-20,Contains Disallowed HTML,0,0.00%
2026-04-20,Other Validation Errors,0,0.00%
2026-04-20,All,44,100.00%
2026-04-20,Contains Structured Data,0,0.00%
2026-04-20,Missing,0,0.00%
2026-04-20,Validation Errors,0,0.00%
2026-04-20,Validation Warnings,0,0.00%
2026-04-20,Rich Result Validation Errors,0,0.00%
2026-04-20,Rich Result Validation Warnings,0,0.00%
2026-04-20,Parse Errors,0,0.00%
2026-04-20,Microdata URLs,0,0.00%
2026-04-20,JSON-LD URLs,0,0.00%
2026-04-20,RDFa URLs,0,0.00%
2026-04-20,Rich Result Feature Detected,0,0.00%
2026-04-20,All,88,100.00%
2026-04-20,URLs in Sitemap,0,0.00%
2026-04-20,URLs not in Sitemap,0,0.00%
2026-04-20,Orphan URLs,0,0.00%
2026-04-20,Non-Indexable URLs in Sitemap,0,0.00%
2026-04-20,URLs in Multiple Sitemaps,0,0.00%
2026-04-20,XML Sitemap with over 50k URLs,0,0.00%
2026-04-20,XML Sitemap over 50MB,0,0.00%
2026-04-20,All,44,100.00%
2026-04-20,Document Request Latency,0,0.00%
2026-04-20,LCP Request Discovery,0,0.00%
2026-04-20,Render Blocking Requests,0,0.00%
2026-04-20,Network Dependency Tree,0,0.00%
2026-04-20,Use Efficient Cache Lifetimes,0,0.00%
2026-04-20,Layout Shift Culprits,0,0.00%
2026-04-20,Optimize DOM Size,0,0.00%
2026-04-20,Improve Image Delivery,0,0.00%
2026-04-20,Forced Reflow,0,0.00%
2026-04-20,Legacy JavaScript,0,0.00%
2026-04-20,Duplicated JavaScript,0,0.00%
2026-04-20,Font Display,0,0.00%
2026-04-20,Avoid Enormous Network Payloads,0,0.00%
2026-04-20,Minify CSS,0,0.00%
2026-04-20,Minify JavaScript,0,0.00%
2026-04-20,Reduce Unused CSS,0,0.00%
2026-04-20,Reduce Unused JavaScript,0,0.00%
2026-04-20,Reduce JavaScript Execution Time,0,0.00%
2026-04-20,Minimize Main-Thread Work,0,0.00%
2026-04-20,Request Errors,0,0.00%
2026-04-20,All,44,100.00%
2026-04-20,Viewport Not Set,0,0.00%
2026-04-20,Target Size,0,0.00%
2026-04-20,Content Not Sized Correctly,0,0.00%
2026-04-20,Illegible Font Size,0,0.00%
2026-04-20,Contains Unsupported Plugins,0,0.00%
2026-04-20,Mobile Alternate Link,0,0.00%
2026-04-20,All,44,100.00%
2026-04-20,Accessibility Score Poor,0,0.00%
2026-04-20,Accessibility Score Needs Improvement,0,0.00%
2026-04-20,Accessibility Score Good,0,0.00%
2026-04-20,WCAG 2.0 A Violation,0,0.00%
2026-04-20,WCAG 2.0 AA Violation,0,0.00%
2026-04-20,WCAG 2.0 AAA Violation,0,0.00%
2026-04-20,WCAG 2.1 AA Violation,0,0.00%
2026-04-20,WCAG 2.2 AA Violation,0,0.00%
2026-04-20,Best Practice Violation,0,0.00%
2026-04-20,Accesskey Attribute Value Must Be Unique,0,0.00%
2026-04-20,Ensure Elements Marked Presentational Are Ignored,0,0.00%
2026-04-20,Elements Must Not Have Tabindex Greater Than Zero,0,0.00%
2026-04-20,Scrollable Region Requires Keyboard Access,0,0.00%
2026-04-20,Skip-link Target Should Exist & Be Focusable,0,0.00%
2026-04-20,Required ARIA Attributes Must Be Provided,0,0.00%
2026-04-20,Role=text Should Have No Focusable Descendants,0,0.00%
2026-04-20,ARIA Attribute Must Be Used As Specified For Role,0,0.00%
2026-04-20,ARIA Attributes Require Valid Values,0,0.00%
2026-04-20,ARIA Attributes Require Valid Names,0,0.00%
2026-04-20,ARIA Commands Require Accessible Name,0,0.00%
2026-04-20,ARIA Dialog & Alertdialog Require Accessible Name,0,0.00%
2026-04-20,ARIA Input Fields Require Accessible Name,0,0.00%
2026-04-20,ARIA Meter Nodes Require Accessible Name,0,0.00%
2026-04-20,ARIA Progressbar Nodes Require Accessible Name,0,0.00%
2026-04-20,ARIA Role Should Be Appropriate For Element,0,0.00%
2026-04-20,ARIA Roles Must Be Contained By Required Parent,0,0.00%
2026-04-20,ARIA Roles Require Valid Values,0,0.00%
2026-04-20,ARIA Toggle Fields Require Accessible Name,0,0.00%
2026-04-20,ARIA Tooltip Nodes Require Accessible Name,0,0.00%
2026-04-20,ARIA Treeitem Nodes Require Accessible Name,0,0.00%
2026-04-20,Certain ARIA Roles Must Contain Specific Children,0,0.00%
2026-04-20,Deprecated ARIA Roles Must Not Be Used,0,0.00%
2026-04-20,Aria-braille Require Non-braille Equivalent,0,0.00%
2026-04-20,Aria-hidden Elements Contains Focusable Elements,0,0.00%
2026-04-20,Aria-hidden=true Must Not Be Used In <body>,0,0.00%
2026-04-20,Elements Must Only Use Permitted ARIA Attributes,0,0.00%
2026-04-20,Elements Must Use Allowed ARIA Attributes,0,0.00%
2026-04-20,IDs Used In ARIA & Labels Must Be Unique,0,0.00%
2026-04-20,Page Requires Means To Bypass Repeated Blocks,0,0.00%
2026-04-20,All Page Content Must Be Contained By Landmarks,0,0.00%
2026-04-20,Page Requires One Main Landmark,0,0.00%
2026-04-20,Page Must Not Have More Than One Banner Landmark,0,0.00%
2026-04-20,Banner Landmark Must Not Be In Another Landmark,0,0.00%
2026-04-20,Page Must Not Have Multiple Contentinfo Landmarks,0,0.00%
2026-04-20,Page Requires At Most One Main Landmark,0,0.00%
2026-04-20,Complementary Landmarks & Asides Must Be Top Level,0,0.00%
2026-04-20,Contentinfo Landmark Must Be Top Level Landmark,0,0.00%
2026-04-20,Main Landmark Must Not Be In Another Landmark,0,0.00%
2026-04-20,Landmarks Require Unique Role Or Accessible Name,0,0.00%
2026-04-20,Form Field Must Not Have Multiple Label Elements,0,0.00%
2026-04-20,Form <input> Elements Require Labels,0,0.00%
2026-04-20,Form Elements Should Have Visible Label,0,0.00%
2026-04-20,Autocomplete Attribute Must Be Used Correctly,0,0.00%
2026-04-20,Frames Require Title Attribute,0,0.00%
2026-04-20,Frames Require Unique Title Attribute,0,0.00%
2026-04-20,Frames Should Be Tested With axe-core,0,0.00%
2026-04-20,Frames With Focusable Content Must Not Use tabindex=-1,0,0.00%
2026-04-20,Page Must Contain <title>,0,0.00%
2026-04-20,Page Must Contain <h1>,0,0.00%
2026-04-20,Heading Levels Should Only Increase By One,0,0.00%
2026-04-20,Headings Should Not Be Empty,0,0.00%
2026-04-20,Meta Viewport Should Allow Zoom & Scale Up to 500%,0,0.00%
2026-04-20,Meta Viewport Zoom & Scaling Disabled,0,0.00%
2026-04-20,HTML Element Lang Attribute Value Must Be Valid,0,0.00%
2026-04-20,HTML Element Requires Lang Attribute,0,0.00%
2026-04-20,HTML Lang & XML Lang Value Should Match,0,0.00%
2026-04-20,Lang Attribute Requires Valid Value,0,0.00%
2026-04-20,Delayed Meta Refresh Must Not Be Used,0,0.00%
2026-04-20,Timed Meta Refresh Must Not Exist,0,0.00%
2026-04-20,Image Button Requires Alternate Text,0,0.00%
2026-04-20,Images Require Alternate Text,0,0.00%
2026-04-20,<object> Elements Require Alternate Text,0,0.00%
2026-04-20,Active <area> Elements Require Alternate Text,0,0.00%
2026-04-20,Alt Text Should Not Be Repeated As Text,0,0.00%
2026-04-20,Elements Marked role=img Require Alternate Text,0,0.00%
2026-04-20,SVG Images & Graphics Require Accessible Text,0,0.00%
2026-04-20,Server-Side Image Maps Must Not Be Used,0,0.00%
2026-04-20,<video> Elements Require <track> For Captions,0,0.00%
2026-04-20,<video> or <audio> Elements Must Not Auto-play,0,0.00%
2026-04-20,Buttons Require Discernible Text,0,0.00%
2026-04-20,Input Buttons Require Discernible Text,0,0.00%
2026-04-20,Inline Text Spacing Must Be Adjustable,0,0.00%
2026-04-20,Links Must Be Distinguishable,0,0.00%
2026-04-20,Links Require Discernible Text,0,0.00%
2026-04-20,Links With Same Accessible Name,0,0.00%
2026-04-20,Select Element Requires Accessible Name,0,0.00%
2026-04-20,Summary Elements Require Discernible Text,0,0.00%
2026-04-20,Deprecated <marquee> Element Must Not Be Used,0,0.00%
2026-04-20,<blink> Elements Deprecated & Must Not Be Used,0,0.00%
2026-04-20,Text Requires Higher Color Contrast Ratio,0,0.00%
2026-04-20,Text Requires Higher Color Contrast to Background,0,0.00%
2026-04-20,Touch Targets Require Sufficient Size & Spacing,0,0.00%
2026-04-20,Interactive Controls Must Not Be Nested,0,0.00%
2026-04-20,List Items Must Be Contained In List Elements,0,0.00%
2026-04-20,Lists Must Only Contain <li> Content Elements,0,0.00%
2026-04-20,<dl> Must Only Have Ordered <dt> & <dd> Groups,0,0.00%
2026-04-20,<dt> & <dd> Elements Must Be Contained by <dl>,0,0.00%
2026-04-20,<th> Element Requires Associated Data Cells,0,0.00%
2026-04-20,Table Header Attr Must Refer To Cell In Same Table,0,0.00%
2026-04-20,Table Headers Require Discernible Text,0,0.00%
2026-04-20,Table With Identical Summary & Caption Text,0,0.00%
2026-04-20,Scope Attribute Should Be Used Correctly On Tables,0,0.00%
2026-04-20,All,44,100.00%
2026-04-20,All,44,100.00%
2026-04-20,All,86,100.00%
2026-04-20,All,88,100.00%
2026-04-20,Sessions Above 0,0,0.00%
2026-04-20,Bounce Rate Above 70%,0,0.00%
2026-04-20,No GA Data,0,0.00%
2026-04-20,Non-Indexable with GA Data,0,0.00%
2026-04-20,Orphan URLs,0,0.00%
2026-04-20,All,88,100.00%
2026-04-20,Clicks Above 0,0,0.00%
2026-04-20,No Search Analytics Data,0,0.00%
2026-04-20,Non-Indexable with Search Analytics Data,0,0.00%
2026-04-20,Orphan URLs,0,0.00%
2026-04-20,URL is Not on Google,0,0.00%
2026-04-20,Indexable URL Not Indexed,0,0.00%
2026-04-20,URL is on Google But Has Issues,0,0.00%
2026-04-20,User-Declared Canonical Not Selected,0,0.00%
2026-04-20,Page is Not Mobile Friendly,0,0.00%
2026-04-20,AMP URL Invalid,0,0.00%
2026-04-20,Rich Result Invalid,0,0.00%
2026-04-20,All,130,100.00%
2026-04-20,Invalid HTML Elements in <head>,0,0.00%
2026-04-20,<body> Element Preceding <html>,0,0.00%
2026-04-20,<head> Not First In <html> Element,0,0.00%
2026-04-20,Missing <head> Tag,0,0.00%
2026-04-20,Multiple <head> Tags,0,0.00%
2026-04-20,Missing <body> Tag,0,0.00%
2026-04-20,Multiple <body> Tags,0,0.00%
2026-04-20,HTML Document Over 2MB,0,0.00%
2026-04-20,Resource Over 2MB,0,0.00%
2026-04-20,High Carbon Rating,0,0.00%
2026-04-20,All,88,100.00%
2026-04-20,All,86,100.00%
2026-04-20,0,0,0.00%
2026-04-20,1,1,2.27%
2026-04-20,2,0,0.00%
2026-04-20,3,5,11.36%
2026-04-20,4,0,0.00%
2026-04-20,5,37,84.09%
2026-04-20,6,0,0.00%
2026-04-20,7,1,2.27%
2026-04-20,8,0,0.00%
2026-04-20,9,0,0.00%
2026-04-20,10+,0,0.00%
2026-04-20,https://spilou.com/,44,100.00%
2026-04-20,https://spilou.com/blog/,38,86.36%
2026-04-20,https://spilou.com/blog/posts/compte-google-my-business/,24,54.55%
2026-04-20,https://spilou.com/blog/posts/fiche-google-my-business/,17,38.64%
2026-04-20,https://spilou.com/blog/posts/ameliorer-referencement-google-my-business/,17,38.64%
2026-04-20,https://spilou.com/blog/posts/repondre-avis-google/,17,38.64%
2026-04-20,https://spilou.com/blog/posts/optimisation-fiche-google-my-business/,16,36.36%
2026-04-20,https://spilou.com/blog/posts/avis-google/,15,34.09%
2026-04-20,https://spilou.com/blog/posts/augmenter-visibilite-web/,14,31.82%
2026-04-20,https://spilou.com/blog/posts/ajouter-votre-entreprise-sur-google-my-business/,14,31.82%
2026-04-20,https://spilou.com/blog/posts/statistique-recherches-google/,14,31.82%
2026-04-20,https://spilou.com/blog/posts/ajouter-des-photos-google-my-business/,13,29.55%
2026-04-20,https://spilou.com/blog/posts/services-fiche-google-my-business/,13,29.55%
2026-04-20,https://spilou.com/blog/posts/modifier-horaires-ouverture-google-my-business/,13,29.55%
2026-04-20,https://spilou.com/blog/posts/demander-avis-google/,13,29.55%
2026-04-20,https://spilou.com/blog/posts/resoudre-la-suspension-compte-google/,12,27.27%
2026-04-20,https://spilou.com/blog/posts/enlever-compte-google-sans-le-supprimer/,12,27.27%
2026-04-20,https://spilou.com/blog/posts/supprimer-fiche-etablissement/,12,27.27%
2026-04-20,https://spilou.com/blog/posts/deconnecter-un-compte-google/,12,27.27%
2026-04-20,https://spilou.com/blog/posts/guide-pour-contacter-google-my-business/,12,27.27%
2026-04-20,Response Time (Seconds),URLs,% of Total
2026-04-20,1,130,100.00%
